csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
12279.545116272688	1.0	0.0	9516.601109183614	9936.47127332302	-0.1085	0.1037	0.0525	0.1088	0.1553	-0.2252	10223.222999646434	-0.011460117198836384	-0.05747201336528823	-0.10570845434352516	-0.060743190686372295	0.059265413719051335
12404.455203911739	1.0	1.0	9538.374859159077	9975.36384363761	-0.1154	0.1046	0.0462	0.1274	0.1487	-0.2056	10267.74665613864	-0.03885045980339524	0.09048475804181899	0.10248060317904205	-0.05423235312095293	0.022536922985850034
12371.066104361827	1.0	2.0	9539.448075951044	9964.419711763903	-0.1172	0.1078	0.0512	0.1141	0.1459	-0.2084	10263.835129167534	0.0579402766084387	0.02974412388484678	0.1602353664570506	0.09298675672723938	-0.01706755292886114
12365.367496249268	1.0	3.0	9546.426794494935	9934.829574909034	-0.0908	0.1054	0.0412	0.1169	0.1467	-0.2171	10220.961690522126	0.04628606209503294	0.01955539528119521	0.11411486595611608	0.1213961747873473	-0.17649929339303658
12310.439471421252	1.0	4.0	9537.899562264447	9891.862659884135	-0.085	0.1124	0.0518	0.0989	0.1377	-0.1917	10167.10961639289	0.05339572229780544	-0.11511478617590919	0.023986197637003936	0.06517704546634745	-0.00802112286382338
12241.965815738437	1.0	5.0	9515.190932690797	9874.541611733737	-0.1067	0.1263	0.0463	0.1065	0.1447	-0.1808	10183.89657510009	0.06397672739159933	-0.11294460293922201	-0.062348336305044216	0.19658136587336228	-0.11078091441159421
12285.035176833284	1.0	6.0	9500.18580500157	9892.01016484148	-0.0989	0.1233	0.0488	0.1032	0.1362	-0.1931	10199.790915852329	0.019592862662616957	0.07833302197997236	-0.14030139207522846	0.1419401148054228	0.009107342741375313
12260.470659671399	1.0	7.0	9535.323244641175	9911.277571273844	-0.1026	0.1094	0.0478	0.1012	0.1207	-0.1715	10196.494221639952	0.039526898630773404	-0.0306619220794892	-0.028508103492708138	-7.018690021010077e-05	0.12160848890629747
12341.956692769321	1.0	8.0	9524.126480669951	9901.065684245134	-0.0915	0.102	0.0321	0.0931	0.1238	-0.1513	10185.714413437634	0.061686192528823555	-0.0013539397629764509	-7.09279777447551e-05	0.0949107520251739	0.02613731148446552
12348.357300662325	1.0	9.0	9538.636777515507	9905.077297711749	-0.1005	0.1088	0.0336	0.0995	0.1106	-0.1469	10187.887265884838	-0.03386506282869766	0.12798457889917417	-0.041207445323587305	0.020372709999715466	-0.06617449522474861
12260.921429028835	1.0	10.0	9535.350203777678	9893.112607065095	-0.0856	0.1043	0.0305	0.0965	0.0942	-0.1188	10167.00989361679	0.0930941978644931	-0.019495820435912276	-0.09047747952347157	0.010051779168549477	-0.005596491551319777
12263.548752652956	1.0	11.0	9522.732668960034	9894.04748283407	-0.0663	0.0988	0.0421	0.0943	0.1145	-0.1646	10188.219589371893	0.025143114892227456	-0.09821561374925748	-0.05341017042671222	0.10398595716130792	0.16272400655433036
12285.80553598873	1.0	12.0	9528.18886681945	9891.485916755586	-0.0552	0.0943	0.0286	0.0745	0.1058	-0.1738	10180.132774586806	-0.05305299366473903	0.006155558971306215	-0.03200279895782805	0.10568899571400359	0.01223160198987627
12289.965077027226	1.0	13.0	9519.146404998626	9902.802029869732	-0.0764	0.0988	0.0363	0.0893	0.0882	-0.1125	10198.94569168235	0.11046109539960867	-0.009142763608504117	-0.04986528325424313	-0.0787543835732759	0.11282248449994214
12337.583831143882	1.0	14.0	9522.881597931062	9924.859927496991	-0.0742	0.0919	0.0409	0.0794	0.0891	-0.1295	10228.826697487766	0.023839953995198417	0.09888568883267525	-0.03557984700018099	0.014998210007151905	0.05410378985460166
12288.785474147395	1.0	15.0	9524.986882287414	9919.119083030344	-0.079	0.0943	0.0352	0.0877	0.0835	-0.1299	10201.553602955973	0.008159013221217797	0.03795382120291816	-0.11286894740306075	-0.09890853907817071	-0.0074552748472440115
12282.473834071283	1.0	16.0	9544.00317664985	9958.873198839532	-0.0733	0.0827	0.0434	0.0875	0.1017	-0.1454	10258.216944425563	0.07142754454465704	0.06724739762848961	-0.03330044741838965	-0.04964715423101773	0.11671649220113592
12342.125327045522	1.0	17.0	9550.488324557356	9981.817376227504	-0.082	0.0958	0.0409	0.089	0.1014	-0.1668	10274.584300942799	-0.04941383890158675	0.08905089636643525	0.05614737035354878	0.027334056186013766	0.08544420320388182
12384.41058163788	1.0	18.0	9584.023970683496	9994.565940100883	-0.0892	0.086	0.036	0.0886	0.1095	-0.1824	10272.076041031327	-0.009593842717000096	-0.01123630428818997	0.17383305992948883	-0.08027882282569411	-0.09585793674443852
12354.475768900029	1.0	19.0	9551.240959190483	9962.229721870588	-0.0992	0.1254	0.0162	0.0883	0.1119	-0.1873	10247.126863947726	0.11738614144835671	0.03352219574587801	0.16534631453853177	0.09976394193435847	0.03398725864929924
12353.354437298742	1.0	20.0	9541.107374151028	9943.040366381716	-0.1239	0.1583	-0.0126	0.06	0.0868	-0.1387	10255.304184134464	-0.024331251639735672	0.014227620752132547	0.05610045788257848	0.020263571588014243	0.09706275356813603
12373.053898474092	1.0	21.0	9544.661499514172	9971.186500003374	-0.1098	0.1085	0.0018	0.0608	0.0966	-0.1507	10280.440723425283	0.15606671616893103	0.051771754941493275	0.03191906740215387	-0.04806788406334302	-0.11640820991759437
12301.524006970873	1.0	22.0	9542.740415456186	9942.804829063198	-0.1221	0.124	0.0073	0.0596	0.0861	-0.1284	10249.612056094547	-0.06693108752381483	-0.13745652844674414	0.03905427081684564	0.16084631816862677	0.0860862478798021
12273.04691616657	1.0	23.0	9549.268825205127	9935.670624015516	-0.1135	0.1057	-0.0036	0.0697	0.0865	-0.1369	10230.218960968381	-0.04168997214958045	-0.0832672031925705	-0.03828394715647971	0.03993987699648414	0.0081636803416618
12290.095170246634	1.0	24.0	9534.051006251962	9924.891182527237	-0.1155	0.1284	0.0173	0.0455	0.0884	-0.1175	10229.612890695576	0.009810504981304508	-0.09430708667509426	-0.04761147003712128	0.11378775059772563	-0.07432715635359412
12311.203568684134	1.0	25.0	9540.974565822275	9939.488333388996	-0.1135	0.1092	0.003	0.0576	0.0784	-0.1249	10243.700416946078	-0.14052133961068464	0.048483554255083404	-0.0931929286239058	0.025366354257783937	-0.07798655525674061
12236.308072306792	1.0	26.0	9526.371132027323	9924.379502553766	-0.097	0.1141	0.003	0.0483	0.0817	-0.0938	10242.047254177916	0.1234083549885166	-0.093802175794485	-0.09707676051894128	0.020001229204447222	0.14282861679218478
