csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
9887.91140961593	1.0	0.0	9005.475590995537	9968.085841217895	-0.0756	-0.0984	-0.0216	-0.0473	-0.0367	0.0966	9922.41181480016	-0.10893779793527403	0.11592301737310029	-0.08402405759668019	0.11612698848374026	-0.035234073838969183
9819.031765961592	1.0	1.0	8992.012720602686	9956.146683145571	-0.0462	-0.0913	-0.032	-0.0521	-0.0218	0.0711	9911.199125593052	-0.07684998674555432	0.011893289517470151	0.08864867990879308	0.07500687983743931	-0.01932332240275912
9797.279026714852	1.0	2.0	9002.25962472253	9975.133042801586	-0.0616	-0.1001	-0.0333	-0.0547	-0.0107	0.0737	9937.628043248915	0.00864537393003506	0.02661137126799773	0.13812918838989613	-0.02283045289866663	0.029418670988823892
9838.7902649341	1.0	3.0	9013.949843056327	9985.132444194627	-0.052	-0.0906	-0.0368	-0.0474	-0.0148	0.0688	9947.045943289802	0.023211178053218706	0.03108992494014301	-0.023239148302612755	0.021786888664852122	0.09498962350366227
9850.724912751559	1.0	4.0	9023.743478202749	9982.583079323587	-0.0463	-0.0694	-0.023	-0.0279	-0.0224	0.0704	9947.085816658646	-0.054673492380586386	-0.01761149526423411	-0.1023161395832472	0.02297458845452993	0.07105582135444038
9796.845001151501	1.0	5.0	9018.754007410747	9972.220811104791	-0.0035	-0.0957	-0.0388	-0.0685	0.0037	0.0514	9928.734556435586	-0.018461474972059428	-0.14302463326644108	-0.02271503017675408	-0.029806246640458167	-0.03142711340097899
9843.242829683957	1.0	6.0	9002.803195198332	9967.841431277755	0.0493	-0.1271	-0.0623	-0.1178	0.0056	0.0262	9925.978424635148	-0.03024989285961404	-0.02054540710412989	-0.008833872957141008	0.06179375139096857	0.02389065839133042
9836.969894858985	1.0	7.0	9009.073487141024	9978.39310618129	0.0179	-0.0767	-0.0322	-0.0631	-0.0169	0.0237	9943.248408385874	-0.046322093597237275	0.041316083862609765	-0.017653876691769314	0.012897363915632606	-0.012684359685074864
9807.231542747308	1.0	8.0	9006.896255498808	9975.135521434739	-0.0008	-0.0778	-0.0326	-0.0501	0.0057	0.0408	9940.12869130418	-0.030627162092053965	-0.10550471166848326	0.038963220950920675	0.025261961445908986	-0.020239902609232252
9827.759413531037	1.0	9.0	9005.454689017412	9952.717186514152	-0.0222	-0.0753	-0.0168	-0.0468	-0.0274	0.0521	9911.67913335219	-0.07984796704466354	-0.08163288259872215	-0.0003404577719656369	0.06343269308448875	0.009229570019564093
